year,state,month,number,date
2007,Pernambuco,Maio,0,01/01/2007
2008,Pernambuco,Maio,0,01/01/2008
2009,Pernambuco,Maio,0,01/01/2009
2010,Pernambuco,Maio,8,01/01/2010
2011,Pernambuco,Maio,1,01/01/2011
2012,Pernambuco,Maio,36,01/01/2012
2013,Pernambuco,Maio,9,01/01/2013
2014,Pernambuco,Maio,4,01/01/2014
2015,Pernambuco,Maio,17,01/01/2015
2016,Pernambuco,Maio,6,01/01/2016
2017,Pernambuco,Maio,13,01/01/2017
1998,Pernambuco,Junho,1,01/01/1998
1999,Pernambuco,Junho,7,01/01/1999
2000,Pernambuco,Junho,4,01/01/2000
2001,Pernambuco,Junho,2,01/01/2001
2002,Pernambuco,Junho,1,01/01/2002
2003,Pernambuco,Junho,2,01/01/2003
2004,Pernambuco,Junho,4,01/01/2004
2005,Pernambuco,Junho,3,01/01/2005
2006,Pernambuco,Junho,0,01/01/2006
2007,Pernambuco,Junho,1,01/01/2007
2008,Pernambuco,Junho,0,01/01/2008
2009,Pernambuco,Junho,1,01/01/2009
2010,Pernambuco,Junho,1,01/01/2010
2011,Pernambuco,Junho,4,01/01/2011
2012,Pernambuco,Junho,12,01/01/2012
2013,Pernambuco,Junho,12,01/01/2013
2014,Pernambuco,Junho,3,01/01/2014
2015,Pernambuco,Junho,3,01/01/2015
2016,Pernambuco,Junho,4,01/01/2016
2017,Pernambuco,Junho,5,01/01/2017
1998,Pernambuco,Julho,5,01/01/1998
1999,Pernambuco,Julho,2,01/01/1999
2000,Pernambuco,Julho,0,01/01/2000
2001,Pernambuco,Julho,6,01/01/2001
2002,Pernambuco,Julho,8,01/01/2002
2003,Pernambuco,Julho,5,01/01/2003
2004,Pernambuco,Julho,13,01/01/2004
2005,Pernambuco,Julho,1,01/01/2005
2006,Pernambuco,Julho,1,01/01/2006
2007,Pernambuco,Julho,3,01/01/2007
2008,Pernambuco,Julho,0,01/01/2008
2009,Pernambuco,Julho,1,01/01/2009
2010,Pernambuco,Julho,7,01/01/2010
2011,Pernambuco,Julho,2,01/01/2011
2012,Pernambuco,Julho,11,01/01/2012
2013,Pernambuco,Julho,4,01/01/2013
2014,Pernambuco,Julho,11,01/01/2014
2015,Pernambuco,Julho,13,01/01/2015
2016,Pernambuco,Julho,17,01/01/2016
2017,Pernambuco,Julho,2,01/01/2017
1998,Pernambuco,Agosto,12,01/01/1998
1999,Pernambuco,Agosto,3,01/01/1999
2000,Pernambuco,Agosto,31,01/01/2000
2001,Pernambuco,Agosto,27,01/01/2001
2002,Pernambuco,Agosto,37,01/01/2002
2003,Pernambuco,Agosto,26,01/01/2003
2004,Pernambuco,Agosto,41,01/01/2004
2005,Pernambuco,Agosto,10,01/01/2005
2006,Pernambuco,Agosto,8,01/01/2006
2007,Pernambuco,Agosto,20,01/01/2007
2008,Pernambuco,Agosto,2,01/01/2008
2009,Pernambuco,Agosto,10,01/01/2009
2010,Pernambuco,Agosto,29,01/01/2010
2011,Pernambuco,Agosto,27,01/01/2011
2012,Pernambuco,Agosto,27,01/01/2012
2013,Pernambuco,Agosto,14,01/01/2013
2014,Pernambuco,Agosto,23,01/01/2014
2015,Pernambuco,Agosto,21,01/01/2015
2016,Pernambuco,Agosto,42,01/01/2016
2017,Pernambuco,Agosto,20,01/01/2017
1998,Pernambuco,Setembro,177,01/01/1998
1999,Pernambuco,Setembro,64,01/01/1999
2000,Pernambuco,Setembro,130,01/01/2000
2001,Pernambuco,Setembro,298,01/01/2001
2002,Pernambuco,Setembro,374,01/01/2002
2003,Pernambuco,Setembro,510,01/01/2003
2004,Pernambuco,Setembro,192,01/01/2004
2005,Pernambuco,Setembro,154,01/01/2005
2006,Pernambuco,Setembro,147,01/01/2006
2007,Pernambuco,Setembro,164,01/01/2007
2008,Pernambuco,Setembro,92,01/01/2008
2009,Pernambuco,Setembro,164,01/01/2009
2010,Pernambuco,Setembro,179,01/01/2010
2011,Pernambuco,Setembro,243,01/01/2011
2012,Pernambuco,Setembro,192,01/01/2012
2013,Pernambuco,Setembro,143,01/01/2013
2014,Pernambuco,Setembro,63,01/01/2014
2015,Pernambuco,Setembro,116,01/01/2015
2016,Pernambuco,Setembro,171,01/01/2016
2017,Pernambuco,Setembro,69,01/01/2017
1998,Pernambuco,Outubro,372,01/01/1998
1999,Pernambuco,Outubro,180,01/01/1999
2000,Pernambuco,Outubro,411,01/01/2000
2001,Pernambuco,Outubro,461,01/01/2001
2002,Pernambuco,Outubro,638,01/01/2002
2003,Pernambuco,Outubro,859,01/01/2003
2004,Pernambuco,Outubro,545,01/01/2004
2005,Pernambuco,Outubro,408,01/01/2005
2006,Pernambuco,Outubro,310,01/01/2006
2007,Pernambuco,Outubro,702,01/01/2007
2008,Pernambuco,Outubro,274,01/01/2008
2009,Pernambuco,Outubro,254,01/01/2009
2010,Pernambuco,Outubro,347,01/01/2010
2011,Pernambuco,Outubro,461,01/01/2011
2012,Pernambuco,Outubro,222,01/01/2012
2013,Pernambuco,Outubro,161,01/01/2013
2014,Pernambuco,Outubro,174,01/01/2014
2015,Pernambuco,Outubro,194,01/01/2015
2016,Pernambuco,Outubro,319,01/01/2016
2017,Pernambuco,Outubro,256,01/01/2017
1998,Pernambuco,Novembro,141,01/01/1998
1999,Pernambuco,Novembro,41,01/01/1999
2000,Pernambuco,Novembro,64,01/01/2000
2001,Pernambuco,Novembro,208,01/01/2001
2002,Pernambuco,Novembro,521,01/01/2002
2003,Pernambuco,Novembro,560,01/01/2003
2004,Pernambuco,Novembro,465,01/01/2004
2005,Pernambuco,Novembro,452,01/01/2005
2006,Pernambuco,Novembro,385,01/01/2006
2007,Pernambuco,Novembro,359,01/01/2007
2008,Pernambuco,Novembro,363,01/01/2008
2009,Pernambuco,Novembro,486,01/01/2009
2010,Pernambuco,Novembro,831,01/01/2010
2011,Pernambuco,Novembro,352,01/01/2011
2012,Pernambuco,Novembro,181,01/01/2012
2013,Pernambuco,Novembro,110,01/01/2013
2014,Pernambuco,Novembro,111,01/01/2014
2015,Pernambuco,Novembro,315,01/01/2015
2016,Pernambuco,Novembro,191,01/01/2016
2017,Pernambuco,Novembro,66,01/01/2017
1998,Pernambuco,Dezembro,59,01/01/1998
1999,Pernambuco,Dezembro,16,01/01/1999
2000,Pernambuco,Dezembro,22,01/01/2000
2001,Pernambuco,Dezembro,62,01/01/2001
2002,Pernambuco,Dezembro,259,01/01/2002
2003,Pernambuco,Dezembro,229,01/01/2003
2004,Pernambuco,Dezembro,373,01/01/2004
2005,Pernambuco,Dezembro,191,01/01/2005
2006,Pernambuco,Dezembro,207,01/01/2006
2007,Pernambuco,Dezembro,200,01/01/2007
2008,Pernambuco,Dezembro,203,01/01/2008
2009,Pernambuco,Dezembro,351,01/01/2009
2010,Pernambuco,Dezembro,117,01/01/2010
2011,Pernambuco,Dezembro,364,01/01/2011
2012,Pernambuco,Dezembro,108,01/01/2012
2013,Pernambuco,Dezembro,141,01/01/2013
2014,Pernambuco,Dezembro,101,01/01/2014
2015,Pernambuco,Dezembro,176,01/01/2015
2016,Pernambuco,Dezembro,161,01/01/2016
1998,Piau,Janeiro,0,01/01/1998
1999,Piau,Janeiro,21,01/01/1999
2000,Piau,Janeiro,5,01/01/2000
2001,Piau,Janeiro,29,01/01/2001
2002,Piau,Janeiro,33,01/01/2002
2003,Piau,Janeiro,86,01/01/2003
2004,Piau,Janeiro,42,01/01/2004
2005,Piau,Janeiro,94,01/01/2005
2006,Piau,Janeiro,133,01/01/2006
2007,Piau,Janeiro,123,01/01/2007
2008,Piau,Janeiro,61,01/01/2008
2009,Piau,Janeiro,79,01/01/2009
2010,Piau,Janeiro,99,01/01/2010
2011,Piau,Janeiro,39,01/01/2011
2012,Piau,Janeiro,80,01/01/2012
2013,Piau,Janeiro,72,01/01/2013
2014,Piau,Janeiro,79,01/01/2014
2015,Piau,Janeiro,92,01/01/2015
2016,Piau,Janeiro,94,01/01/2016
2017,Piau,Janeiro,85,01/01/2017
1998,Piau,Fevereiro,0,01/01/1998
1999,Piau,Fevereiro,22,01/01/1999
2000,Piau,Fevereiro,12,01/01/2000
2001,Piau,Fevereiro,0,01/01/2001
2002,Piau,Fevereiro,160,01/01/2002
2003,Piau,Fevereiro,3,01/01/2003
2004,Piau,Fevereiro,20,01/01/2004
2005,Piau,Fevereiro,26,01/01/2005
2006,Piau,Fevereiro,23,01/01/2006
2007,Piau,Fevereiro,11,01/01/2007
2008,Piau,Fevereiro,21,01/01/2008
2009,Piau,Fevereiro,19,01/01/2009
2010,Piau,Fevereiro,54,01/01/2010
2011,Piau,Fevereiro,11,01/01/2011
2012,Piau,Fevereiro,31,01/01/2012
2013,Piau,Fevereiro,68,01/01/2013
2014,Piau,Fevereiro,14,01/01/2014
2015,Piau,Fevereiro,38,01/01/2015
2016,Piau,Fevereiro,97,01/01/2016
2017,Piau,Fevereiro,24,01/01/2017
1998,Piau,Março,0,01/01/1998
1999,Piau,Março,4,01/01/1999
2000,Piau,Março,14,01/01/2000
2001,Piau,Março,2,01/01/2001
2002,Piau,Março,63,01/01/2002
2003,Piau,Março,15,01/01/2003
2004,Piau,Março,27,01/01/2004
2005,Piau,Março,13,01/01/2005
2006,Piau,Março,18,01/01/2006
2007,Piau,Março,31,01/01/2007
2008,Piau,Março,4,01/01/2008
2009,Piau,Março,17,01/01/2009
2010,Piau,Março,47,01/01/2010
2011,Piau,Março,15,01/01/2011
2012,Piau,Março,71,01/01/2012
2013,Piau,Março,14,01/01/2013
2014,Piau,Março,88,01/01/2014
2015,Piau,Março,35,01/01/2015
2016,Piau,Março,53,01/01/2016
2017,Piau,Março,25,01/01/2017
1998,Piau,Abril,0,01/01/1998
1999,Piau,Abril,10,01/01/1999
2000,Piau,Abril,15,01/01/2000
2001,Piau,Abril,1,01/01/2001
2002,Piau,Abril,87,01/01/2002
2003,Piau,Abril,22,01/01/2003
2004,Piau,Abril,10,01/01/2004
2005,Piau,Abril,3,01/01/2005
2006,Piau,Abril,1,01/01/2006
2007,Piau,Abril,9,01/01/2007
2008,Piau,Abril,7,01/01/2008
2009,Piau,Abril,8,01/01/2009
2010,Piau,Abril,56,01/01/2010
2011,Piau,Abril,16,01/01/2011
2012,Piau,Abril,119,01/01/2012
2013,Piau,Abril,34,01/01/2013
2014,Piau,Abril,63,01/01/2014
2015,Piau,Abril,50,01/01/2015
2016,Piau,Abril,35,01/01/2016
2017,Piau,Abril,25,01/01/2017
1998,Piau,Maio,0,01/01/1998
1999,Piau,Maio,8,01/01/1999
2000,Piau,Maio,25,01/01/2000
2001,Piau,Maio,36,01/01/2001
2002,Piau,Maio,84,01/01/2002
2003,Piau,Maio,13,01/01/2003
2004,Piau,Maio,80,01/01/2004
2005,Piau,Maio,22,01/01/2005
2006,Piau,Maio,0,01/01/2006
2007,Piau,Maio,52,01/01/2007
2008,Piau,Maio,12,01/01/2008
2009,Piau,Maio,12,01/01/2009
2010,Piau,Maio,231,01/01/2010
2011,Piau,Maio,77,01/01/2011
2012,Piau,Maio,334,01/01/2012
2013,Piau,Maio,40,01/01/2013
2014,Piau,Maio,138,01/01/2014
2015,Piau,Maio,66,01/01/2015
2016,Piau,Maio,60,01/01/2016
2017,Piau,Maio,36,01/01/2017
1998,Piau,Junho,46,01/01/1998
1999,Piau,Junho,47,01/01/1999
2000,Piau,Junho,18,01/01/2000
2001,Piau,Junho,87,01/01/2001
2002,Piau,Junho,161,01/01/2002
2003,Piau,Junho,88,01/01/2003
2004,Piau,Junho,239,01/01/2004
2005,Piau,Junho,171,01/01/2005
2006,Piau,Junho,40,01/01/2006
2007,Piau,Junho,303,01/01/2007
2008,Piau,Junho,33,01/01/2008
2009,Piau,Junho,56,01/01/2009
2010,Piau,Junho,208,01/01/2010
2011,Piau,Junho,462,01/01/2011
2012,Piau,Junho,834,01/01/2012
2013,Piau,Junho,263,01/01/2013
2014,Piau,Junho,373,01/01/2014
2015,Piau,Junho,283,01/01/2015
2016,Piau,Junho,153,01/01/2016
2017,Piau,Junho,193,01/01/2017
1998,Piau,Julho,189,01/01/1998
1999,Piau,Julho,123,01/01/1999
2000,Piau,Julho,75,01/01/2000
2001,Piau,Julho,337,01/01/2001
2002,Piau,Julho,534,01/01/2002
2003,Piau,Julho,407,01/01/2003
2004,Piau,Julho,564,01/01/2004
2005,Piau,Julho,445,01/01/2005
2006,Piau,Julho,150,01/01/2006
2007,Piau,Julho,919,01/01/2007
2008,Piau,Julho,97,01/01/2008
2009,Piau,Julho,302,01/01/2009
2010,Piau,Julho,1.696,01/01/2010
2011,Piau,Julho,864,01/01/2011
2012,Piau,Julho,1.755,01/01/2012
2013,Piau,Julho,361,01/01/2013
2014,Piau,Julho,1.177,01/01/2014
2015,Piau,Julho,690,01/01/2015
2016,Piau,Julho,754,01/01/2016
2017,Piau,Julho,643,01/01/2017
1998,Piau,Agosto,711,01/01/1998
1999,Piau,Agosto,499,01/01/1999
2000,Piau,Agosto,415,01/01/2000
2001,Piau,Agosto,1.133,01/01/2001
2002,Piau,Agosto,2.28,01/01/2002
2003,Piau,Agosto,864,01/01/2003
2004,Piau,Agosto,1.002,01/01/2004
2005,Piau,Agosto,943,01/01/2005
2006,Piau,Agosto,911,01/01/2006
2007,Piau,Agosto,3.551,01/01/2007
2008,Piau,Agosto,290,01/01/2008
2009,Piau,Agosto,790,01/01/2009
2010,Piau,Agosto,4.035,01/01/2010
2011,Piau,Agosto,1.958,01/01/2011
2012,Piau,Agosto,3.614,01/01/2012
2013,Piau,Agosto,1.015,01/01/2013
2014,Piau,Agosto,2.265,01/01/2014
2015,Piau,Agosto,2.057,01/01/2015
2016,Piau,Agosto,1.647,01/01/2016
2017,Piau,Agosto,1.572,01/01/2017
1998,Piau,Setembro,1.991,01/01/1998
1999,Piau,Setembro,872,01/01/1999
2000,Piau,Setembro,1.099,01/01/2000
2001,Piau,Setembro,2.401,01/01/2001
2002,Piau,Setembro,2.475,01/01/2002
2003,Piau,Setembro,3.399,01/01/2003
2004,Piau,Setembro,2.662,01/01/2004
2005,Piau,Setembro,3.136,01/01/2005
2006,Piau,Setembro,1.618,01/01/2006
2007,Piau,Setembro,4.078,01/01/2007
2008,Piau,Setembro,1.472,01/01/2008
2009,Piau,Setembro,1.709,01/01/2009
2010,Piau,Setembro,5.392,01/01/2010
2011,Piau,Setembro,4.402,01/01/2011
2012,Piau,Setembro,4.479,01/01/2012
2013,Piau,Setembro,2.311,01/01/2013
2014,Piau,Setembro,2.536,01/01/2014
2015,Piau,Setembro,5.828,01/01/2015
2016,Piau,Setembro,1.394,01/01/2016
2017,Piau,Setembro,3.422,01/01/2017
1998,Piau,Outubro,2.586,01/01/1998
1999,Piau,Outubro,1.438,01/01/1999
2000,Piau,Outubro,2.558,01/01/2000
2001,Piau,Outubro,3.742,01/01/2001
2002,Piau,Outubro,2.757,01/01/2002
2003,Piau,Outubro,2.332,01/01/2003
2004,Piau,Outubro,2.144,01/01/2004
2005,Piau,Outubro,3.263,01/01/2005
2006,Piau,Outubro,1.443,01/01/2006
2007,Piau,Outubro,2.331,01/01/2007
2008,Piau,Outubro,1.83,01/01/2008
2009,Piau,Outubro,913,01/01/2009
2010,Piau,Outubro,3.863,01/01/2010
2011,Piau,Outubro,1.484,01/01/2011
2012,Piau,Outubro,2.506,01/01/2012
2013,Piau,Outubro,1.269,01/01/2013
2014,Piau,Outubro,1.788,01/01/2014
2015,Piau,Outubro,4.068,01/01/2015
2016,Piau,Outubro,2.598,01/01/2016
2017,Piau,Outubro,3.004,01/01/2017
1998,Piau,Novembro,424,01/01/1998
1999,Piau,Novembro,334,01/01/1999
2000,Piau,Novembro,450,01/01/2000
2001,Piau,Novembro,1.484,01/01/2001
2002,Piau,Novembro,1.174,01/01/2002
2003,Piau,Novembro,1.248,01/01/2003
2004,Piau,Novembro,1.798,01/01/2004
2005,Piau,Novembro,1.599,01/01/2005
2006,Piau,Novembro,740,01/01/2006
2007,Piau,Novembro,939,01/01/2007
2008,Piau,Novembro,594,01/01/2008
2009,Piau,Novembro,1.336,01/01/2009
2010,Piau,Novembro,1.417,01/01/2010
2011,Piau,Novembro,825,01/01/2011
2012,Piau,Novembro,447,01/01/2012
2013,Piau,Novembro,640,01/01/2013
2014,Piau,Novembro,717,01/01/2014
2015,Piau,Novembro,897,01/01/2015
2016,Piau,Novembro,1.126,01/01/2016
2017,Piau,Novembro,449,01/01/2017
1998,Piau,Dezembro,119,01/01/1998
1999,Piau,Dezembro,74,01/01/1999
2000,Piau,Dezembro,79,01/01/2000
2001,Piau,Dezembro,230,01/01/2001
2002,Piau,Dezembro,373,01/01/2002
2003,Piau,Dezembro,459,01/01/2003
2004,Piau,Dezembro,788,01/01/2004
2005,Piau,Dezembro,486,01/01/2005
2006,Piau,Dezembro,339,01/01/2006
2007,Piau,Dezembro,317,01/01/2007
2008,Piau,Dezembro,329,01/01/2008
2009,Piau,Dezembro,570,01/01/2009
2010,Piau,Dezembro,357,01/01/2010
2011,Piau,Dezembro,362,01/01/2011
2012,Piau,Dezembro,334,01/01/2012
2013,Piau,Dezembro,468,01/01/2013
2014,Piau,Dezembro,346,01/01/2014
2015,Piau,Dezembro,626,01/01/2015
2016,Piau,Dezembro,374,01/01/2016
1998,Rio,Janeiro,0,01/01/1998
1999,Rio,Janeiro,0,01/01/1999
2000,Rio,Janeiro,0,01/01/2000
2001,Rio,Janeiro,0,01/01/2001
2002,Rio,Janeiro,0,01/01/2002
2003,Rio,Janeiro,0,01/01/2003
2004,Rio,Janeiro,1,01/01/2004
2005,Rio,Janeiro,5,01/01/2005
2006,Rio,Janeiro,12,01/01/2006
2007,Rio,Janeiro,0,01/01/2007
2008,Rio,Janeiro,1,01/01/2008
2009,Rio,Janeiro,3,01/01/2009
2010,Rio,Janeiro,13,01/01/2010
2011,Rio,Janeiro,10,01/01/2011
2012,Rio,Janeiro,12,01/01/2012
2013,Rio,Janeiro,9,01/01/2013
2014,Rio,Janeiro,35,01/01/2014
2015,Rio,Janeiro,97,01/01/2015
2016,Rio,Janeiro,9,01/01/2016
2017,Rio,Janeiro,15,01/01/2017
1998,Rio,Fevereiro,0,01/01/1998
1999,Rio,Fevereiro,0,01/01/1999
2000,Rio,Fevereiro,1,01/01/2000
2001,Rio,Fevereiro,3,01/01/2001
2002,Rio,Fevereiro,1,01/01/2002
2003,Rio,Fevereiro,10,01/01/2003
2004,Rio,Fevereiro,8,01/01/2004
2005,Rio,Fevereiro,4,01/01/2005
2006,Rio,Fevereiro,7,01/01/2006
2007,Rio,Fevereiro,15,01/01/2007
2008,Rio,Fevereiro,2,01/01/2008
2009,Rio,Fevereiro,5,01/01/2009
2010,Rio,Fevereiro,73,01/01/2010
2011,Rio,Fevereiro,36,01/01/2011
2012,Rio,Fevereiro,11,01/01/2012
2013,Rio,Fevereiro,12,01/01/2013
2014,Rio,Fevereiro,116,01/01/2014
2015,Rio,Fevereiro,36,01/01/2015
2016,Rio,Fevereiro,16,01/01/2016
2017,Rio,Fevereiro,34,01/01/2017
1998,Rio,Março,0,01/01/1998
1999,Rio,Março,0,01/01/1999
2000,Rio,Março,0,01/01/2000
2001,Rio,Março,0,01/01/2001
2002,Rio,Março,1,01/01/2002
2003,Rio,Março,23,01/01/2003
2004,Rio,Março,4,01/01/2004
2005,Rio,Março,7,01/01/2005
2006,Rio,Março,8,01/01/2006
2007,Rio,Março,27,01/01/2007
2008,Rio,Março,2,01/01/2008
2009,Rio,Março,5,01/01/2009
2010,Rio,Março,10,01/01/2010
2011,Rio,Março,7,01/01/2011
2012,Rio,Março,20,01/01/2012
2013,Rio,Março,9,01/01/2013
2014,Rio,Março,38,01/01/2014
2015,Rio,Março,23,01/01/2015
2016,Rio,Março,16,01/01/2016
2017,Rio,Março,10,01/01/2017
1998,Rio,Abril,0,01/01/1998
1999,Rio,Abril,1,01/01/1999
2000,Rio,Abril,2,01/01/2000
2001,Rio,Abril,2,01/01/2001
2002,Rio,Abril,8,01/01/2002
2003,Rio,Abril,11,01/01/2003
2004,Rio,Abril,3,01/01/2004
2005,Rio,Abril,1,01/01/2005
2006,Rio,Abril,8,01/01/2006
2007,Rio,Abril,9,01/01/2007
2008,Rio,Abril,2,01/01/2008
2009,Rio,Abril,1,01/01/2009
2010,Rio,Abril,10,01/01/2010
2011,Rio,Abril,12,01/01/2011
2012,Rio,Abril,12,01/01/2012
2013,Rio,Abril,9,01/01/2013
2014,Rio,Abril,25,01/01/2014
2015,Rio,Abril,24,01/01/2015
2016,Rio,Abril,45,01/01/2016
2017,Rio,Abril,12,01/01/2017
1998,Rio,Maio,0,01/01/1998
1999,Rio,Maio,7,01/01/1999
2000,Rio,Maio,5,01/01/2000
2001,Rio,Maio,4,01/01/2001
2002,Rio,Maio,4,01/01/2002
2003,Rio,Maio,1,01/01/2003
2004,Rio,Maio,0,01/01/2004
2005,Rio,Maio,11,01/01/2005
2006,Rio,Maio,4,01/01/2006
2007,Rio,Maio,2,01/01/2007
2008,Rio,Maio,0,01/01/2008
2009,Rio,Maio,37,01/01/2009
2010,Rio,Maio,6,01/01/2010
2011,Rio,Maio,17,01/01/2011
2012,Rio,Maio,18,01/01/2012
2013,Rio,Maio,16,01/01/2013
2014,Rio,Maio,20,01/01/2014
2015,Rio,Maio,21,01/01/2015
2016,Rio,Maio,30,01/01/2016
2017,Rio,Maio,15,01/01/2017
1998,Rio,Junho,3,01/01/1998
1999,Rio,Junho,8,01/01/1999
2000,Rio,Junho,14,01/01/2000
2001,Rio,Junho,13,01/01/2001
2002,Rio,Junho,13,01/01/2002
2003,Rio,Junho,13,01/01/2003
2004,Rio,Junho,19,01/01/2004
2005,Rio,Junho,16,01/01/2005
2006,Rio,Junho,19,01/01/2006
2007,Rio,Junho,3,01/01/2007
2008,Rio,Junho,4,01/01/2008
2009,Rio,Junho,33,01/01/2009
2010,Rio,Junho,7,01/01/2010
2011,Rio,Junho,33,01/01/2011
2012,Rio,Junho,14,01/01/2012
2013,Rio,Junho,17,01/01/2013
2014,Rio,Junho,54,01/01/2014
2015,Rio,Junho,33,01/01/2015
2016,Rio,Junho,37,01/01/2016
2017,Rio,Junho,68,01/01/2017
1998,Rio,Julho,21,01/01/1998
1999,Rio,Julho,14,01/01/1999
2000,Rio,Julho,22,01/01/2000
2001,Rio,Julho,57,01/01/2001
2002,Rio,Julho,17,01/01/2002
2003,Rio,Julho,42,01/01/2003
2004,Rio,Julho,23,01/01/2004
2005,Rio,Julho,20,01/01/2005
2006,Rio,Julho,54,01/01/2006
2007,Rio,Julho,15,01/01/2007
2008,Rio,Julho,14,01/01/2008
2009,Rio,Julho,56,01/01/2009
2010,Rio,Julho,55,01/01/2010
2011,Rio,Julho,121,01/01/2011
2012,Rio,Julho,50,01/01/2012
2013,Rio,Julho,58,01/01/2013
2014,Rio,Julho,62,01/01/2014
2015,Rio,Julho,74,01/01/2015
2016,Rio,Julho,131,01/01/2016
2017,Rio,Julho,70,01/01/2017
1998,Rio,Agosto,21,01/01/1998
1999,Rio,Agosto,88,01/01/1999
2000,Rio,Agosto,34,01/01/2000
2001,Rio,Agosto,129,01/01/2001
2002,Rio,Agosto,184,01/01/2002
2003,Rio,Agosto,191,01/01/2003
2004,Rio,Agosto,74,01/01/2004
2005,Rio,Agosto,98,01/01/2005
2006,Rio,Agosto,79,01/01/2006
2007,Rio,Agosto,189,01/01/2007
2008,Rio,Agosto,19,01/01/2008
2009,Rio,Agosto,91,01/01/2009
2010,Rio,Agosto,316,01/01/2010
2011,Rio,Agosto,250,01/01/2011
2012,Rio,Agosto,72,01/01/2012
2013,Rio,Agosto,74,01/01/2013
2014,Rio,Agosto,199,01/01/2014
2015,Rio,Agosto,158,01/01/2015
2016,Rio,Agosto,241,01/01/2016
2017,Rio,Agosto,164,01/01/2017
1998,Rio,Setembro,44,01/01/1998
1999,Rio,Setembro,192,01/01/1999
2000,Rio,Setembro,16,01/01/2000
2001,Rio,Setembro,60,01/01/2001
2002,Rio,Setembro,45,01/01/2002
2003,Rio,Setembro,166,01/01/2003
2004,Rio,Setembro,205,01/01/2004
2005,Rio,Setembro,46,01/01/2005
2006,Rio,Setembro,197,01/01/2006
2007,Rio,Setembro,223,01/01/2007
2008,Rio,Setembro,132,01/01/2008
2009,Rio,Setembro,90,01/01/2009
2010,Rio,Setembro,353,01/01/2010
2011,Rio,Setembro,510,01/01/2011
2012,Rio,Setembro,172,01/01/2012
2013,Rio,Setembro,117,01/01/2013
2014,Rio,Setembro,318,01/01/2014
2015,Rio,Setembro,85,01/01/2015
2016,Rio,Setembro,195,01/01/2016
2017,Rio,Setembro,728,01/01/2017
1998,Rio,Outubro,6,01/01/1998
1999,Rio,Outubro,30,01/01/1999
2000,Rio,Outubro,25,01/01/2000
2001,Rio,Outubro,33,01/01/2001
2002,Rio,Outubro,313,01/01/2002
2003,Rio,Outubro,81,01/01/2003
2004,Rio,Outubro,26,01/01/2004
2005,Rio,Outubro,116,01/01/2005
2006,Rio,Outubro,12,01/01/2006
2007,Rio,Outubro,137,01/01/2007
2008,Rio,Outubro,42,01/01/2008
2009,Rio,Outubro,18,01/01/2009
2010,Rio,Outubro,35,01/01/2010
2011,Rio,Outubro,114,01/01/2011
2012,Rio,Outubro,163,01/01/2012
2013,Rio,Outubro,44,01/01/2013
2014,Rio,Outubro,500,01/01/2014
2015,Rio,Outubro,96,01/01/2015
2016,Rio,Outubro,30,01/01/2016
2017,Rio,Outubro,238,01/01/2017
1998,Rio,Novembro,6,01/01/1998
1999,Rio,Novembro,16,01/01/1999
2000,Rio,Novembro,2,01/01/2000
2001,Rio,Novembro,4,01/01/2001
2002,Rio,Novembro,11,01/01/2002
2003,Rio,Novembro,5,01/01/2003
2004,Rio,Novembro,49,01/01/2004
2005,Rio,Novembro,12,01/01/2005
2006,Rio,Novembro,1,01/01/2006
2007,Rio,Novembro,1,01/01/2007
2008,Rio,Novembro,0,01/01/2008
2009,Rio,Novembro,27,01/01/2009
2010,Rio,Novembro,23,01/01/2010
2011,Rio,Novembro,20,01/01/2011
2012,Rio,Novembro,13,01/01/2012
2013,Rio,Novembro,28,01/01/2013
2014,Rio,Novembro,36,01/01/2014
2015,Rio,Novembro,6,01/01/2015
2016,Rio,Novembro,19,01/01/2016
2017,Rio,Novembro,43,01/01/2017
1998,Rio,Dezembro,1,01/01/1998
1999,Rio,Dezembro,0,01/01/1999
2000,Rio,Dezembro,0,01/01/2000
2001,Rio,Dezembro,2,01/01/2001
2002,Rio,Dezembro,8,01/01/2002
2003,Rio,Dezembro,10,01/01/2003
2004,Rio,Dezembro,9,01/01/2004
2005,Rio,Dezembro,2,01/01/2005
2006,Rio,Dezembro,0,01/01/2006
2007,Rio,Dezembro,0,01/01/2007
2008,Rio,Dezembro,6,01/01/2008
2009,Rio,Dezembro,1,01/01/2009
2010,Rio,Dezembro,10,01/01/2010
2011,Rio,Dezembro,3,01/01/2011
2012,Rio,Dezembro,18,01/01/2012
2013,Rio,Dezembro,12,01/01/2013
2014,Rio,Dezembro,25,01/01/2014
2015,Rio,Dezembro,11,01/01/2015
2016,Rio,Dezembro,5,01/01/2016
1998,Rio,Janeiro,0,01/01/1998
1999,Rio,Janeiro,32,01/01/1999
2000,Rio,Janeiro,1,01/01/2000
2001,Rio,Janeiro,2,01/01/2001
2002,Rio,Janeiro,4,01/01/2002
2003,Rio,Janeiro,113,01/01/2003
2004,Rio,Janeiro,44,01/01/2004
2005,Rio,Janeiro,153,01/01/2005
2006,Rio,Janeiro,93,01/01/2006
2007,Rio,Janeiro,63,01/01/2007
2008,Rio,Janeiro,70,01/01/2008
2009,Rio,Janeiro,110,01/01/2009
2010,Rio,Janeiro,32,01/01/2010
2011,Rio,Janeiro,15,01/01/2011
2012,Rio,Janeiro,72,01/01/2012
